@RELATION golfdata.csv

@ATTRIBUTE name	{HarrisonFrazar,DavisLoveIII,FrankLickliter,BrinyBaird,JerryKelly,JohnRiegger,StephenAmes,CraigBarlow,PaulAzinger,RetiefGoosen,JohnHuston,VijaySingh,OmarUresti,AaronBaddeley,CraigBowden,BrendenPappas,JesperParnevik,BoVanPelt,MichaelAllen,LukeDonald,JoeDurant,CarlosFranco,ShaunMicheel,CoreyPavin,ChrisRiley,StephenAllan,CameronBeckman,RobertGamez,CharlesHowellIII,JonathanByrd,BenCrane,MarkHensby,TimHerron,PatPerez,D.J.Brigman,BartBryant,FredFunk,BrianGay,DuffyWaldorf,TommyArmourIII,PatBates,JasonDufner,BrentGeiberger,JohnMaginnes,ShigekiMaruyama,KevinNa,OlinBrowne,RussCochran,PeterJacobsen,TedPurdy,HidetoTanihara,TjaartvanderWalt,DannyBriggs,JonathanKaye,KenichiKuboya,RodPampling,AndreStolz,BobBurns,KenDuke,DavidIshii,TomLehman,ScottSimpson,ArjunAtwal,WoodyAustin,JasonBohn,ToddFischer,LucasGlover,RichardS.Johnson,BobbyKalinowski,BradLardon,JoeOgilvie,RyanPalmer,JohnSenden,HidemichiTanaka,JeffBrehaut,HeathSlocum,LorenRoberts,TomCarter,JeffMaggert,StuartAppleby,ChadCampbell,JimFuryk,CraigPerks,KennyPerry,BrettQuigley,GrantWaite,GeneSauers,DarrenClarke,MichelleWie,DavidMorlandIV,BoydSummerhays,DeanWilson,DanielChopra,RichBarcelo,BenCurtis,JohnCook,ScottHoch,TomPernice_Jr,EstebanToledo,TrippIsenhour,BrianKortan,RogerTambellini,DavidBranshaw,KrisCox,ZachJohnson,RonCastillo_Jr,SteveFlesch,DavidPeoples,SpikeMcRoy,GregMeyer,VaughnTaylor,ChrisCouch,NotahBegayIII,ChrisSmith,CraigStadler,TimPetrovic,HunterMahan,DanOlsen,AdamScott,RolandThatcher,SkipKendall,MattKuchar,JeffSluman,BlaineMcCallister,WesShort,BrianBateman,PatrickSheehan,J.P.Hayes,KevinHayashi,TetsujiHiratsuka,ToddHamilton,HirofumiMiyase,YusakuMiyazato,JohnMorse,KevinMuncrief,ScottHend,CarlPettersson,JonathanOta,MyungJunPark,GuyBoros,TomByrum,DaveEichelberger,PhilMickelson,JayHaas,BernhardLanger,KentJones,J.L.Lewis,KirkTriplett,RoccoMediate,MarkOMeara,GeoffOgilvy,ScottVerplank,DannyEllis,JustinLeonard,JohnDaly,LeeJanzen,StephenLeaney,RobertDamron,BobEstes,StevePate,MikeWeir,BillyAndrade,PaulStankowski,MarcoDawson,FredrikJacobson,StewartCink,NealLancaster,ScottMcCarron,SteveElkington,DonnieHammond,KevinSutherland,MarkCalcavecchia,MathiasGronberg,Per-UlrikJohansson,J.J.Henry,SteveLowery,GlenHnatiuk,IanLeggatt,PatrickMoore,JayWilliamson,DanForsman,JayDelsing,KeithFergus,MattGogel,MarkBrooks,DudleyHart,BillyMayfair,BrandtJobe,RichBeem,GlenDay,ChrisDiMarco,SteveStricker,HalSutton,JoeySindelar,DavidGossett,CliffKresge,GeoffreyDean,EdFiori,MichaelBeard,MarkHayes,SergioGarcia,RobertAllenby,RickyBarnes,AlexCejka,BobTway,JimCarter,ArronOberholser,JohnRollins,K.J.Choi,FredCouples,TimClark,RorySabbatini,PaulCasey,NiclasFasth,HankKuehne,StevenTate,BillGlasson,DonYrene,GusCable,TonyRohlik,BrettUpper,PhillipPrice,WillieWood,JayDonBlake,GregChalmers,DavidEdwards,SteveFriesen,MarkWilson,JoelKribel,DavidSutherland,KevinStadler,DennisPaulson,TrevorDodds,DeanePappas,CaseyMartin,ScottGutschewski,AaronBarber,StanUtley,JasonGore,MikeHulbert,LarryMize,BryceMolder,JohnE.Morgan,TagRidings,NickWatney,BrianWatts,BradFaxon,JoseMariaOlazabal,TommyTolles,KrisMoe,MikeSpringer,MichaelClarkII,MarkWiebe,PaulMcGinley,JimMcGovern,RobinFreeman,MikeGrob,ToddBarranger,RobertHamilton,D.A.Points,KevinStreelman,BrianHenninger,MikeStandly,KeithClearwater,JohnEllis,KellyGibson,MikeHeinen,DavidLebeck,JinPark,DickyPride,DaveStockton_Jr,KenGreen,ShawnKelly,GeorgeBurns,GarrettWillis,RogerMaltbie,RickLeibovich,ThomasBjorn,TigerWoods,KeiichiroFukabori,LeeWestwood,ChrisHeinz,RonSkayhan,DavidSchnider,PaulHoltby,TimParun,MikeLavery,J.B.Sneve,DavidOh,JustinRose,DavidToms,PeterLonard,AngelCabrera,DavidBerganio_Jr,EduardoRomero,NickPrice,ScottHeyn,FultonAllem,DaisukeMaruyama,DavidFrost,DannyEdwards,DonPooley,TedTryba,JohnDouma,SeanMurphy,ChrisNallen,ScottHarrington,CarlPaulson,BenoitBeisser,CraigParry,JoseCoceres,ErikCompton,SvenStruver,BobFord,SteveBurns,AlanMorin,TatsuakiNakamura,DeanProwse,BobHeintz,ToddGleaton,AndyMorse,RamonBescansa,LeeRinker,LenMattiace,JohnBungert,TrevorImmelman,TomWatson,NickFaldo,ErnieEls,PatrickDamron,NickFlanagan,IanPoulter,DeanA.Wilson,ArnoldPalmer,PadraigHarrington,ColinMontgomerie,GregNorman,PaulLawrie,BrianDavis,FranklinLangham,KevinDurkin,TimWeinhart,NickCassini,DavidNoll,CraigStevens,BrianDixon,CaseyWittenberg,SandyLyle,BrandtSnedeker,MichaelCampbell,BenCrenshaw,RaymondFloyd,Lian-WeiZhang,JackNicklaus,NathanSmith,IanWoosnam,ToshiIzawa,GaryWolstenholme,FuzzyZoeller,GaryPlayer,CharlesCoody,TommyAaron,CurtisStrange,JeffreyLankford,D.J.Trahan,GeorgeBryan,MikeHarmon,BrianHarman,EdwardLoar,PhilBlackmar,JimmyWalker,VictorSchwamkrug,DavidLundstrom,BrianSmith,TyArmstrong,LonnyAlexander,KenKelley,JasonLaing,JamesH.McLean,AndrewMcLardy,BrentSchwarzrock,PatrickPrince,DavidChurch,MichaelPearson,TimThelen,BryantMacKellar,DerekSanders,KellyMitchum,JerryHaas,CharlesWarren,ScottPiercy,AndyCrain,JasonHartwick,JCAnderson,BradElder,JamieElliott,CameronDoan,MichaelHenderson,DanPohl,RodCurl,MichaelBradley,DougBarron,JoelEdwards,VanceVeazey,JimGallagher_Jr,GregKraft,RickFehr,DavidHowser,BrianWilson,ZebPatten,BobbyCochran,BrettPaquet,MattLoving,LorenPersonett,TimTims,DarrenFichardt,ThongchaiJaidee,BradAdamonis,MiguelAngelJimenez,DarrellKestner,CarlAlexander,CraigThomas,HeathWassem,RobertDeruntz,SpencerLevin,DavidRoesch,BillHaas,GeoffreySisk,TomKite,JoakimHaeggman,ChezReavie,JustinHicks,BubbaWatson,RobertGarrigus,BrendanJones,BrockMackenzie,ParkerMcLachlin,EricAxley,AndrewTschudin,CamiloVillegas,JohnElliott,ThomasLevet,ScottWeatherly,CharletonDechert,PeteJordan,DavidFaught,GabrielHjertstedt,JohnConnelly,JeffGove,JimmyGreen,LeifOlsen,PaytonOsborn,StephenSokol,JohnsonWagner,SteveGotsche,CaseyBourque,OscarAlvarez,JoeyMaxon,DavidDuval,DavidCarr,CharleyHoffman,TomScherrer,MattHendrix,BrandonKnaub,RickyTouma,DelPonchock,JimSchouller_Jr,GeorgeBradford,MikeSmall,JoeAffrunti,ChrisBotsford,DerekLamely,BrettMelton,RoyBiancalana,DannyMulhearn,HiroyukiFujita,JohnBermel,JamieRogers,BradleyHeaven,ChrisWinkel,KevinHaefner,JohnShawver,WayneLevi,DavidOgrin,TimConley,JimBenepe,BradBryant,MikeSullivan,DaveRummells,MikeSposa,PhilTataurangi,BillBritton,NolanHenke,AkioSadakata,JohnAdams,BradFabel,KennyKnox,WilliamLinkIV,LarryRinker,DanHalldorson,MacOGrady,SamRandolph,GaryHallberg,DennisColligan,MikeDonald,DavidBranham,KevinSavage,BobLohr,NickGilliam,NathanFritz,JerrySmith,JimSchuman,MarioTiziani,CharlieBrown,JonTurcott,AndyBarrett,SeanPacetti,MiguelRivera,MattSeppanen,JeffRoth,RyanWelborn,MikeAustin,SteveVecellio,BobAckerman,Jean-FrancoisRemesy,NickOHern,ChipSullivan,DavidHowell,S.K.Ho,ShingoKatayama,ScottDrummond,JeffCoston,RaphaelJacquelin,HaleIrwin,QuinnGriffing,RicardoGonzalez,ZaneZwemke,TimFleming,AlanSchulte,GraemeMcDowell,FrankBensel,SteveSchneiter,CaryHungate,BruceSmith,BobSowards,MikeNorthern,RonPhilo_Jr,DavidTentis,RobertThompson,MikeBaker_Jr,MikeSchuchart,SeanEnglish,MarkEvenson,BrettRumford,BarryLane,PeterSenior,PierreFulke,TimWilkinson,MattWeibring,BradleyHughes,JyotiRandhawa,EliZackheim,KevinGiancola,TomGleeton,UlyGrisette,FrankGraziosa,BobMucha,MarcelSiem,JasonCaron,JamieNeher,FrankVana,JefferyW.Martin,JimRutledge,DirkAyers,BradSutterfield,ScottDunlap,MarcGirouard,ClintJensen,RichardScott,StephenWoodard,JonMills,SteveScott,RichardZokol,DerekGillespie,RobMcMillan,DavidHearn,MarcBourgeois,CraigDoell,DavidMathis,JamesLepp,DarrenWallace,AdamMeyer,BrandelChamblee,JJWall,SeanFarren,JohnAber,RettCrowder,PaulGoydos,EdFryatt,MarcoRuiz,RyanMoore,ChrisStroud,BradHauer,JayOverton}
@ATTRIBUTE strokes	real
@ATTRIBUTE tournament	real

@DATA
LeeJanzen,71.5,8
JohnSenden,71.5,8
ArjunAtwal,71.5,8
NotahBegayIII,71.5,8
OmarUresti,71.5,8
JoeOgilvie,71.5,8
BillGlasson,71.75,8
J.L.Lewis,71.75,8
TedPurdy,71.75,8
NiclasFasth,72,8
CarlosFranco,72.25,8
J.J.Henry,72.25,8
TomCarter,72.25,8
BrendenPappas,72.25,8
TimClark,72.5,8
TrippIsenhour,73,8
DavidFrost,73,8
BrianGay,73,8
DavidGossett,73,8
J.P.Hayes,73,8
MarkHensby,73,8
JohnHuston,73,8
JohnCook,73,8
BenCurtis,73,8
SpikeMcRoy,73,8
TimPetrovic,73,8
HarrisonFrazar,73.5,8
MathiasGronberg,73.5,8
ZachJohnson,73.5,8
BillyAndrade,73.5,8
CameronBeckman,73.5,8
RichBeem,73.5,8
DavidBranshaw,73.5,8
GlenDay,73.5,8
BoydSummerhays,73.5,8
JayWilliamson,73.5,8
DudleyHart,74,8
ScottHend,74,8
RickyBarnes,74,8
CraigBowden,74,8
D.J.Brigman,74,8
DanielChopra,74,8
RobertDamron,74,8
KenDuke,74,8
ToddFischer,74,8
ScottMcCarron,74,8
ChrisRiley,74,8
SteveStricker,74,8
HalSutton,74,8
TommyTolles,74,8
BobTway,74,8
GlenHnatiuk,74.5,8
BrandtJobe,74.5,8
Per-UlrikJohansson,74.5,8
FultonAllem,74.5,8
BlaineMcCallister,74.5,8
VaughnTaylor,74.5,8
MikeHeinen,75,8
StephenAllan,75,8
PatBates,75,8
JasonBohn,75,8
BenCrane,75,8
BobFord,75,8
KevinNa,75,8
EstebanToledo,75,8
MattKuchar,75.5,8
RichBarcelo,75.5,8
SteveBurns,75.5,8
SteveElkington,75.5,8
StevePate,75.5,8
PatrickMoore,76,8
AlanMorin,76,8
TatsuakiNakamura,76,8
DickyPride,76,8
RichardS.Johnson,76.5,8
DeanProwse,76.5,8
DannyBriggs,77,8
RogerTambellini,77,8
SteveLowery,78,8
ToddHamilton,69,9
DavisLoveIII,69.25,9
BrianBateman,69.5,9
RobertAllenby,69.75,9
WoodyAustin,69.75,9
FredrikJacobson,69.75,9
KevinNa,69.75,9
BradFaxon,70,9
TommyArmourIII,70.25,9
ChadCampbell,70.25,9
LeeJanzen,70.25,9
RorySabbatini,70.25,9
CraigBowden,70.5,9
MarkHensby,70.5,9
ZachJohnson,70.5,9
GeoffOgilvy,70.5,9
RodPampling,70.5,9
TomPernice_Jr,70.5,9
CarlPettersson,70.5,9
ChrisRiley,70.5,9
AaronBaddeley,70.75,9
BrinyBaird,70.75,9
LukeDonald,70.75,9
LarryMize,70.75,9
DavidToms,71,9
FredCouples,71,9
JustinLeonard,71,9
BrendenPappas,71,9
BrettQuigley,71,9
ChrisDiMarco,71.25,9
SteveFlesch,71.25,9
RyanPalmer,71.25,9
JesperParnevik,71.25,9
TedPurdy,71.25,9
JohnSenden,71.25,9
CliffKresge,71.5,9
CraigParry,71.5,9
JustinRose,71.5,9
NotahBegayIII,71.75,9
RogerTambellini,71.75,9
HidemichiTanaka,72,9
D.J.Brigman,72,9
BillyMayfair,72,9
CraigPerks,72,9
PatrickSheehan,72,9
KenDuke,72.25,9
CarlosFranco,72.25,9
GlenHnatiuk,72.25,9
BrandtJobe,72.25,9
MarkOMeara,72.25,9
JohnRiegger,72.25,9
ChrisSmith,72.25,9
JoeDurant,72.5,9
CharlesHowellIII,72.5,9
CraigBarlow,72.75,9
DeanWilson,72.75,9
J.J.Henry,72.75,9
Per-UlrikJohansson,72.75,9
PatBates,73,9
RobertDamron,73,9
GlenDay,73,9
DavidGossett,73,9
SkipKendall,73,9
JeffSluman,73,9
DannyEllis,73.25,9
MathiasGronberg,73.25,9
BernhardLanger,73.25,9
ScottMcCarron,73.25,9
JasonDufner,73.5,9
JayDelsing,73.75,9
JoeOgilvie,73.75,9
GeneSauers,73.75,9
MichaelAllen,74.5,9
PaulAzinger,72.5,9
BrianGay,72.5,9
SteveStricker,72.5,9
JeffBrehaut,72.5,9
KentJones,72.5,9
DanOlsen,72.5,9
VaughnTaylor,72.5,9
RichardS.Johnson,72.5,9
DanielChopra,72.5,9
CameronBeckman,73,9
JoseCoceres,73,9
BobEstes,73,9
NealLancaster,73,9
JoeySindelar,73,9
PaulStankowski,73,9
JohnRollins,73,9
OmarUresti,73,9
DavidBranshaw,73,9
AlexCejka,73,9
ToddFischer,73,9
JasonBohn,73,9
FultonAllem,73.5,9
StephenAmes,73.5,9
OlinBrowne,73.5,9
HalSutton,73.5,9
JayWilliamson,73.5,9
SpikeMcRoy,73.5,9
DeanProwse,73.5,9
TomByrum,73.5,9
ArjunAtwal,73.5,9
HankKuehne,73.5,9
DavidFrost,74,9
MattGogel,74,9
TimHerron,74,9
BobBurns,74,9
RobertGamez,74,9
StevePate,74,9
HunterMahan,74,9
DannyBriggs,74,9
JohnCook,74.5,9
BobHeintz,74.5,9
PatPerez,74.5,9
ToddGleaton,74.5,9
AndyMorse,74.5,9
RichBarcelo,74.5,9
StephenAllan,74.5,9
GregChalmers,75,9
FredFunk,75,9
MattKuchar,75,9
RamonBescansa,75,9
TommyTolles,75,9
BoydSummerhays,75,9
KennyPerry,75.5,9
RussCochran,75.5,9
BlaineMcCallister,75.5,9
BoVanPelt,75.5,9
RickyBarnes,75.5,9
LeeRinker,75.5,9
GrantWaite,76,9
BillyAndrade,77,9
TomCarter,77,9
J.P.Hayes,78.5,9
LenMattiace,78.5,9
JohnBungert,80,9
EstebanToledo,81.5,9
ChadCampbell,67.5,10
StuartAppleby,69,10
AdamScott,69.25,10
ScottVerplank,69.25,10
JerryKelly,69.5,10
ZachJohnson,70,10
ShigekiMaruyama,70,10
StephenAmes,70,10
DarrenClarke,70,10
DennisPaulson,70.25,10
JohnDaly,70.25,10
TomLehman,70.5,10
BoVanPelt,70.75,10
MathiasGronberg,70.75,10
LeeWestwood,71,10
J.L.Lewis,71,10
SteveLowery,71,10
KennyPerry,71,10
JohnRiegger,71,10
FredCouples,71,10
MarkHensby,71,10
CharlesHowellIII,71,10
FredrikJacobson,71,10
RyanPalmer,71.25,10
RodPampling,71.25,10
JustinRose,71.25,10
JeffSluman,71.25,10
CraigBarlow,71.25,10
BradFaxon,71.25,10
TimHerron,71.25,10
FrankLickliter,71.5,10
DavisLoveIII,71.5,10
BrettQuigley,71.5,10
VijaySingh,71.5,10
KirkTriplett,71.5,10
ThomasBjorn,71.5,10
NiclasFasth,71.5,10
SergioGarcia,71.5,10
LeeJanzen,71.5,10
BernhardLanger,71.75,10
JoseMariaOlazabal,71.75,10
PatrickSheehan,71.75,10
BenCurtis,71.75,10
JoeDurant,71.75,10
SteveFlesch,71.75,10
TigerWoods,72,10
KentJones,72,10
NealLancaster,72,10
ArronOberholser,72,10
LorenRoberts,72,10
GeneSauers,72,10
AlexCejka,72,10
StewartCink,72,10
BrianGay,72,10
TrevorImmelman,72,10
MarkOMeara,72.25,10
OmarUresti,72.25,10
AaronBaddeley,72.25,10
DannyEllis,72.25,10
BenCrane,72.5,10
HarrisonFrazar,72.5,10
HunterMahan,72.75,10
TimPetrovic,72.75,10
PhillipPrice,72.75,10
WoodyAustin,72.75,10
TomWatson,73,10
BillyAndrade,73,10
NickFaldo,73.25,10
ToddHamilton,73.5,10
MikeHeinen,73.5,10
ScottMcCarron,74,10
StephenLeaney,74.25,10
DickyPride,74.5,10
RetiefGoosen,72.5,10
DavidGossett,72.5,10
MikeHulbert,72.5,10
TrippIsenhour,72.5,10
ArjunAtwal,72.5,10
BrianBateman,72.5,10
ErnieEls,72.5,10
LenMattiace,72.5,10
CarlPettersson,72.5,10
ToddFischer,73,10
J.J.Henry,73,10
HankKuehne,73,10
JeffMaggert,73,10
RobertAllenby,73,10
PatrickDamron,73,10
CraigParry,73,10
JoeySindelar,73,10
DuffyWaldorf,73,10
RobertGamez,73.5,10
SkipKendall,73.5,10
RorySabbatini,73.5,10
NickFlanagan,74,10
K.J.Choi,74,10
GeoffOgilvy,74,10
HidemichiTanaka,74,10
PeterLonard,74.5,10
TomPernice_Jr,74.5,10
ScottHoch,75,10
TommyArmourIII,75,10
DanOlsen,75,10
IanPoulter,75,10
SteveStricker,75,10
DeanWilson,75,10
PaulAzinger,75.5,10
MarkBrooks,75.5,10
OlinBrowne,75.5,10
TedPurdy,75.5,10
Per-UlrikJohansson,76,10
RobertDamron,76,10
CraigBowden,76.5,10
CraigPerks,77,10
JayWilliamson,77,10
DeanA.Wilson,80,10
ArnoldPalmer,83.5,10
AdamScott,69,11
PadraigHarrington,69.25,11
FrankLickliter,70,11
PhilMickelson,70,11
KennyPerry,70,11
JayHaas,70.25,11
JerryKelly,70.25,11
KevinSutherland,70.25,11
ShaunMicheel,70.5,11
BobBurns,70.75,11
PaulCasey,70.75,11
FredFunk,70.75,11
StephenAmes,71,11
CraigParry,71,11
VijaySingh,71,11
WoodyAustin,71.25,11
TomByrum,71.25,11
MattKuchar,71.25,11
GeoffOgilvy,71.25,11
PaulStankowski,71.25,11
TigerWoods,71.25,11
ThomasBjorn,71.5,11
StewartCink,71.5,11
GlenDay,71.5,11
J.P.Hayes,71.5,11
CameronBeckman,71.75,11
DarrenClarke,71.75,11
SteveElkington,71.75,11
ErnieEls,71.75,11
JohnHuston,71.75,11
JeffSluman,71.75,11
ScottVerplank,71.75,11
RobertAllenby,72,11
BrinyBaird,72,11
AlexCejka,72,11
DavisLoveIII,72,11
JeffMaggert,72,11
LenMattiace,72,11
JesperParnevik,72,11
CoreyPavin,72,11
IanPoulter,72,11
PatBates,72.25,11
ChadCampbell,72.25,11
K.J.Choi,72.25,11
BradFaxon,72.25,11
ScottHoch,72.25,11
JustinLeonard,72.25,11
ColinMontgomerie,72.25,11
DavidPeoples,72.25,11
NickPrice,72.25,11
BrettQuigley,72.25,11
RorySabbatini,72.25,11
SergioGarcia,72.5,11
MattGogel,72.5,11
ShigekiMaruyama,72.5,11
ScottMcCarron,72.5,11
TimPetrovic,72.5,11
JoeDurant,72.75,11
CarlosFranco,72.75,11
ToddHamilton,72.75,11
BillyMayfair,72.75,11
RodPampling,72.75,11
JustinRose,72.75,11
JohnSenden,72.75,11
HeathSlocum,72.75,11
MarkCalcavecchia,73,11
BenCrane,73,11
SpikeMcRoy,73,11
ArronOberholser,73,11
LorenRoberts,73,11
CraigStadler,73,11
NickFaldo,73.25,11
TomPernice_Jr,73.25,11
BrandtJobe,73.5,11
JoeySindelar,73.5,11
DuffyWaldorf,73.5,11
BernhardLanger,73.75,11
BobTway,73.75,11
JohnDaly,74.5,11
PeterJacobsen,74.75,11
GregNorman,75.25,11
HidemichiTanaka,75.25,11
NealLancaster,75.5,11
StuartAppleby,73.5,11
KirkTriplett,73.5,11
JohnRollins,73.5,11
PatrickSheehan,73.5,11
LeeJanzen,73.5,11
JonathanKaye,73.5,11
SkipKendall,73.5,11
CliffKresge,73.5,11
PaulLawrie,73.5,11
J.L.Lewis,73.5,11
JonathanByrd,74,11
BenCurtis,74,11
EstebanToledo,74,11
DavidToms,74,11
BrendenPappas,74,11
PatPerez,74,11
JohnRiegger,74,11
GeneSauers,74,11
LukeDonald,74,11
ToddFischer,74,11
RobertDamron,74.5,11
MikeWeir,74.5,11
CraigPerks,74.5,11
RobertGamez,74.5,11
J.J.Henry,74.5,11
TomLehman,74.5,11
TimClark,75,11
NotahBegayIII,75,11
DeanWilson,75,11
JoseMariaOlazabal,75,11
CarlPettersson,75,11
SteveStricker,75,11
BobEstes,75,11
SteveFlesch,75,11
CharlesHowellIII,75,11
BrianDavis,75.5,11
StephenAllan,75.5,11
TommyArmourIII,75.5,11
RichBeem,75.5,11
HalSutton,75.5,11
ChrisDiMarco,75.5,11
FredrikJacobson,75.5,11
KentJones,75.5,11
FredCouples,76,11
ChrisSmith,76,11
RetiefGoosen,76,11
JeffBrehaut,76.5,11
ChrisRiley,77,11
MarkBrooks,77,11
DavidFrost,77,11
TimHerron,77,11
HankKuehne,77,11
StephenLeaney,77,11
SteveLowery,77,11
AaronBaddeley,77.5,11
JayWilliamson,77.5,11
RichardS.Johnson,77.5,11
PeterLonard,77.5,11
BillyAndrade,78,11
HarrisonFrazar,78,11
DavidGossett,78,11
GlenHnatiuk,78,11
CraigBarlow,79.5,11
ZachJohnson,68.75,12
MarkHensby,69,12
ScottHend,69.25,12
PadraigHarrington,69.5,12
PeterLonard,70,12
BenCrane,70.25,12
LeeJanzen,70.25,12
StewartCink,70.5,12
LukeDonald,70.5,12
PhilMickelson,70.75,12
GrantWaite,71,12
DavidPeoples,71,12
TimPetrovic,71,12
BrianGay,71.25,12
NealLancaster,71.25,12
TagRidings,71.25,12
RogerTambellini,71.25,12
StephenAllan,71.25,12
CraigBowden,71.25,12
ChrisDiMarco,71.5,12
GlenHnatiuk,71.5,12
BlaineMcCallister,71.5,12
ChrisSmith,71.5,12
DuffyWaldorf,71.5,12
BrinyBaird,71.5,12
JeffBrehaut,71.5,12
ArronOberholser,71.5,12
LarryMize,71.75,12
KevinNa,71.75,12
KrisCox,72,12
SteveLowery,72,12
ShaunMicheel,72,12
SteveStricker,72,12
DavidMorlandIV,72,12
SteveElkington,72.25,12
HarrisonFrazar,72.25,12
RichBeem,72.25,12
SteveFlesch,72.5,12
RobertGamez,72.5,12
BrentGeiberger,72.5,12
JohnHuston,72.5,12
FranklinLangham,72.5,12
JoeOgilvie,72.5,12
PatPerez,72.5,12
BobBurns,72.75,12
SpikeMcRoy,72.75,12
BrettQuigley,72.75,12
MikeWeir,72.75,12
BrianBateman,72.75,12
JoseMariaOlazabal,72.75,12
DeanePappas,72.75,12
ChrisCouch,73,12
RichardS.Johnson,73,12
GuyBoros,73,12
CarlPettersson,73,12
KevinDurkin,73.25,12
LucasGlover,73.25,12
JonathanKaye,73.25,12
BillyMayfair,73.25,12
ScottMcCarron,73.25,12
RorySabbatini,73.25,12
ScottSimpson,73.25,12
DennisPaulson,73.25,12
DavidBranshaw,73.5,12
DannyBriggs,73.5,12
BrianKortan,73.75,12
BoVanPelt,73.75,12
RolandThatcher,74,12
DanielChopra,74.25,12
HirofumiMiyase,74.5,12
BrianWatts,75,12
MichaelAllen,73,12
CliffKresge,73,12
PaulStankowski,73,12
RichBarcelo,73.5,12
BartBryant,73.5,12
JasonDufner,73.5,12
TimWeinhart,73.5,12
J.J.Henry,73.5,12
JoelKribel,73.5,12
MattKuchar,73.5,12
BrendenPappas,73.5,12
TedPurdy,73.5,12
AdamScott,73.5,12
JoeySindelar,73.5,12
HeathSlocum,73.5,12
AndreStolz,73.5,12
CameronBeckman,74,12
DanForsman,74,12
DavidGossett,74,12
SkipKendall,74,12
PatrickSheehan,74,12
BoydSummerhays,74,12
HalSutton,74,12
HidemichiTanaka,74,12
TjaartvanderWalt,74,12
JasonBohn,74.5,12
MarkBrooks,74.5,12
KenDuke,74.5,12
EstebanToledo,74.5,12
BobTway,74.5,12
PatBates,75,12
NotahBegayIII,75,12
JimCarter,75,12
GlenDay,75,12
TrevorDodds,75,12
JayWilliamson,75,12
KevinMuncrief,75,12
DanOlsen,75,12
CoreyPavin,75,12
VaughnTaylor,75,12
BillyAndrade,75.5,12
NickCassini,75.5,12
NiclasFasth,75.5,12
KentJones,75.5,12
HunterMahan,75.5,12
GregNorman,75.5,12
TomPernice_Jr,75.5,12
JohnRollins,75.5,12
OmarUresti,75.5,12
PaulAzinger,76,12
RickyBarnes,76,12
TomCarter,76,12
RyanPalmer,76,12
PhillipPrice,76,12
D.J.Brigman,76.5,12
PaulLawrie,76.5,12
JohnMaginnes,76.5,12
MattGogel,77,12
TrippIsenhour,77,12
DavidNoll,77,12
CraigStevens,77,12
ThomasBjorn,77.5,12
JayDelsing,77.5,12
PatrickMoore,77.5,12
DavidToms,77.5,12
ArjunAtwal,78,12
BradLardon,78,12
BryceMolder,78.5,12
BrianDixon,79,12
TommyTolles,79,12
StevePate,80,12
PhilMickelson,69.75,13
ErnieEls,70,13
K.J.Choi,70.5,13
SergioGarcia,71.25,13
BernhardLanger,71.25,13
PaulCasey,71.5,13
FredCouples,71.5,13
ChrisDiMarco,71.5,13
DavisLoveIII,71.5,13
NickPrice,71.5,13
VijaySingh,71.5,13
KirkTriplett,71.5,13
RetiefGoosen,72,13
PadraigHarrington,72,13
CharlesHowellIII,72,13
CaseyWittenberg,72,13
StewartCink,72.25,13
SteveFlesch,72.25,13
JayHaas,72.25,13
FredrikJacobson,72.25,13
StephenLeaney,72.25,13
StuartAppleby,72.5,13
ShaunMicheel,72.5,13
JustinRose,72.5,13
TigerWoods,72.5,13
AlexCejka,72.75,13
MarkOMeara,73,13
BobTway,73,13
ScottVerplank,73.25,13
JoseMariaOlazabal,73.5,13
BobEstes,73.75,13
BradFaxon,73.75,13
JerryKelly,73.75,13
IanPoulter,73.75,13
JustinLeonard,74,13
PhillipPrice,74,13
PaulLawrie,74.25,13
SandyLyle,74.25,13
EduardoRomero,74.5,13
ToddHamilton,74.75,13
TimPetrovic,75,13
BrandtSnedeker,75,13
JeffSluman,75.5,13
ChrisRiley,76,13
RobertAllenby,74.5,13
MichaelCampbell,74.5,13
DarrenClarke,74.5,13
BenCrenshaw,74.5,13
JohnDaly,74.5,13
RaymondFloyd,74.5,13
J.L.Lewis,74.5,13
PeterLonard,74.5,13
CraigPerks,74.5,13
JohnRollins,74.5,13
CraigStadler,74.5,13
MikeWeir,74.5,13
Lian-WeiZhang,74.5,13
BrinyBaird,75,13
RichBeem,75,13
BenCurtis,75,13
FredFunk,75,13
JeffMaggert,75,13
LarryMize,75,13
JackNicklaus,75,13
CraigParry,75,13
NathanSmith,75,13
AngelCabrera,75.5,13
NickFaldo,75.5,13
JonathanKaye,75.5,13
LenMattiace,75.5,13
RoccoMediate,75.5,13
ColinMontgomerie,75.5,13
KennyPerry,75.5,13
DavidToms,75.5,13
IanWoosnam,75.5,13
NickFlanagan,76,13
ToshiIzawa,76,13
TomWatson,76,13
JonathanByrd,76.5,13
ChadCampbell,76.5,13
TrevorImmelman,76.5,13
ShigekiMaruyama,76.5,13
AdamScott,76.5,13
GaryWolstenholme,76.5,13
TimClark,77,13
TimHerron,77,13
BrianDavis,77.5,13
ThomasBjorn,78.5,13
FuzzyZoeller,80,13
GaryPlayer,81,13
CharlesCoody,83.5,13
ArnoldPalmer,84,13
TommyAaron,85,13
StewartCink,68.5,14
TedPurdy,68.5,14
CarlPettersson,69,14
