@RELATION golfdata.csv

@ATTRIBUTE name	{HarrisonFrazar,DavisLoveIII,FrankLickliter,BrinyBaird,JerryKelly,JohnRiegger,StephenAmes,CraigBarlow,PaulAzinger,RetiefGoosen,JohnHuston,VijaySingh,OmarUresti,AaronBaddeley,CraigBowden,BrendenPappas,JesperParnevik,BoVanPelt,MichaelAllen,LukeDonald,JoeDurant,CarlosFranco,ShaunMicheel,CoreyPavin,ChrisRiley,StephenAllan,CameronBeckman,RobertGamez,CharlesHowellIII,JonathanByrd,BenCrane,MarkHensby,TimHerron,PatPerez,D.J.Brigman,BartBryant,FredFunk,BrianGay,DuffyWaldorf,TommyArmourIII,PatBates,JasonDufner,BrentGeiberger,JohnMaginnes,ShigekiMaruyama,KevinNa,OlinBrowne,RussCochran,PeterJacobsen,TedPurdy,HidetoTanihara,TjaartvanderWalt,DannyBriggs,JonathanKaye,KenichiKuboya,RodPampling,AndreStolz,BobBurns,KenDuke,DavidIshii,TomLehman,ScottSimpson,ArjunAtwal,WoodyAustin,JasonBohn,ToddFischer,LucasGlover,RichardS.Johnson,BobbyKalinowski,BradLardon,JoeOgilvie,RyanPalmer,JohnSenden,HidemichiTanaka,JeffBrehaut,HeathSlocum,LorenRoberts,TomCarter,JeffMaggert,StuartAppleby,ChadCampbell,JimFuryk,CraigPerks,KennyPerry,BrettQuigley,GrantWaite,GeneSauers,DarrenClarke,MichelleWie,DavidMorlandIV,BoydSummerhays,DeanWilson,DanielChopra,RichBarcelo,BenCurtis,JohnCook,ScottHoch,TomPernice_Jr,EstebanToledo,TrippIsenhour,BrianKortan,RogerTambellini,DavidBranshaw,KrisCox,ZachJohnson,RonCastillo_Jr,SteveFlesch,DavidPeoples,SpikeMcRoy,GregMeyer,VaughnTaylor,ChrisCouch,NotahBegayIII,ChrisSmith,CraigStadler,TimPetrovic,HunterMahan,DanOlsen,AdamScott,RolandThatcher,SkipKendall,MattKuchar,JeffSluman,BlaineMcCallister,WesShort,BrianBateman,PatrickSheehan,J.P.Hayes,KevinHayashi,TetsujiHiratsuka,ToddHamilton,HirofumiMiyase,YusakuMiyazato,JohnMorse,KevinMuncrief,ScottHend,CarlPettersson,JonathanOta,MyungJunPark,GuyBoros,TomByrum,DaveEichelberger,PhilMickelson,JayHaas,BernhardLanger,KentJones,J.L.Lewis,KirkTriplett,RoccoMediate,MarkOMeara,GeoffOgilvy,ScottVerplank,DannyEllis,JustinLeonard,JohnDaly,LeeJanzen,StephenLeaney,RobertDamron,BobEstes,StevePate,MikeWeir,BillyAndrade,PaulStankowski,MarcoDawson,FredrikJacobson,StewartCink,NealLancaster,ScottMcCarron,SteveElkington,DonnieHammond,KevinSutherland,MarkCalcavecchia,MathiasGronberg,Per-UlrikJohansson,J.J.Henry,SteveLowery,GlenHnatiuk,IanLeggatt,PatrickMoore,JayWilliamson,DanForsman,JayDelsing,KeithFergus,MattGogel,MarkBrooks,DudleyHart,BillyMayfair,BrandtJobe,RichBeem,GlenDay,ChrisDiMarco,SteveStricker,HalSutton,JoeySindelar,DavidGossett,CliffKresge,GeoffreyDean,EdFiori,MichaelBeard,MarkHayes,SergioGarcia,RobertAllenby,RickyBarnes,AlexCejka,BobTway,JimCarter,ArronOberholser,JohnRollins,K.J.Choi,FredCouples,TimClark,RorySabbatini,PaulCasey,NiclasFasth,HankKuehne,StevenTate,BillGlasson,DonYrene,GusCable,TonyRohlik,BrettUpper,PhillipPrice,WillieWood,JayDonBlake,GregChalmers,DavidEdwards,SteveFriesen,MarkWilson,JoelKribel,DavidSutherland,KevinStadler,DennisPaulson,TrevorDodds,DeanePappas,CaseyMartin,ScottGutschewski,AaronBarber,StanUtley,JasonGore,MikeHulbert,LarryMize,BryceMolder,JohnE.Morgan,TagRidings,NickWatney,BrianWatts,BradFaxon,JoseMariaOlazabal,TommyTolles,KrisMoe,MikeSpringer,MichaelClarkII,MarkWiebe,PaulMcGinley,JimMcGovern,RobinFreeman,MikeGrob,ToddBarranger,RobertHamilton,D.A.Points,KevinStreelman,BrianHenninger,MikeStandly,KeithClearwater,JohnEllis,KellyGibson,MikeHeinen,DavidLebeck,JinPark,DickyPride,DaveStockton_Jr,KenGreen,ShawnKelly,GeorgeBurns,GarrettWillis,RogerMaltbie,RickLeibovich,ThomasBjorn,TigerWoods,KeiichiroFukabori,LeeWestwood,ChrisHeinz,RonSkayhan,DavidSchnider,PaulHoltby,TimParun,MikeLavery,J.B.Sneve,DavidOh,JustinRose,DavidToms,PeterLonard,AngelCabrera,DavidBerganio_Jr,EduardoRomero,NickPrice,ScottHeyn,FultonAllem,DaisukeMaruyama,DavidFrost,DannyEdwards,DonPooley,TedTryba,JohnDouma,SeanMurphy,ChrisNallen,ScottHarrington,CarlPaulson,BenoitBeisser,CraigParry,JoseCoceres,ErikCompton,SvenStruver,BobFord,SteveBurns,AlanMorin,TatsuakiNakamura,DeanProwse,BobHeintz,ToddGleaton,AndyMorse,RamonBescansa,LeeRinker,LenMattiace,JohnBungert,TrevorImmelman,TomWatson,NickFaldo,ErnieEls,PatrickDamron,NickFlanagan,IanPoulter,DeanA.Wilson,ArnoldPalmer,PadraigHarrington,ColinMontgomerie,GregNorman,PaulLawrie,BrianDavis,FranklinLangham,KevinDurkin,TimWeinhart,NickCassini,DavidNoll,CraigStevens,BrianDixon,CaseyWittenberg,SandyLyle,BrandtSnedeker,MichaelCampbell,BenCrenshaw,RaymondFloyd,Lian-WeiZhang,JackNicklaus,NathanSmith,IanWoosnam,ToshiIzawa,GaryWolstenholme,FuzzyZoeller,GaryPlayer,CharlesCoody,TommyAaron,CurtisStrange,JeffreyLankford,D.J.Trahan,GeorgeBryan,MikeHarmon,BrianHarman,EdwardLoar,PhilBlackmar,JimmyWalker,VictorSchwamkrug,DavidLundstrom,BrianSmith,TyArmstrong,LonnyAlexander,KenKelley,JasonLaing,JamesH.McLean,AndrewMcLardy,BrentSchwarzrock,PatrickPrince,DavidChurch,MichaelPearson,TimThelen,BryantMacKellar,DerekSanders,KellyMitchum,JerryHaas,CharlesWarren,ScottPiercy,AndyCrain,JasonHartwick,JCAnderson,BradElder,JamieElliott,CameronDoan,MichaelHenderson,DanPohl,RodCurl,MichaelBradley,DougBarron,JoelEdwards,VanceVeazey,JimGallagher_Jr,GregKraft,RickFehr,DavidHowser,BrianWilson,ZebPatten,BobbyCochran,BrettPaquet,MattLoving,LorenPersonett,TimTims,DarrenFichardt,ThongchaiJaidee,BradAdamonis,MiguelAngelJimenez,DarrellKestner,CarlAlexander,CraigThomas,HeathWassem,RobertDeruntz,SpencerLevin,DavidRoesch,BillHaas,GeoffreySisk,TomKite,JoakimHaeggman,ChezReavie,JustinHicks,BubbaWatson,RobertGarrigus,BrendanJones,BrockMackenzie,ParkerMcLachlin,EricAxley,AndrewTschudin,CamiloVillegas,JohnElliott,ThomasLevet,ScottWeatherly,CharletonDechert,PeteJordan,DavidFaught,GabrielHjertstedt,JohnConnelly,JeffGove,JimmyGreen,LeifOlsen,PaytonOsborn,StephenSokol,JohnsonWagner,SteveGotsche,CaseyBourque,OscarAlvarez,JoeyMaxon,DavidDuval,DavidCarr,CharleyHoffman,TomScherrer,MattHendrix,BrandonKnaub,RickyTouma,DelPonchock,JimSchouller_Jr,GeorgeBradford,MikeSmall,JoeAffrunti,ChrisBotsford,DerekLamely,BrettMelton,RoyBiancalana,DannyMulhearn,HiroyukiFujita,JohnBermel,JamieRogers,BradleyHeaven,ChrisWinkel,KevinHaefner,JohnShawver,WayneLevi,DavidOgrin,TimConley,JimBenepe,BradBryant,MikeSullivan,DaveRummells,MikeSposa,PhilTataurangi,BillBritton,NolanHenke,AkioSadakata,JohnAdams,BradFabel,KennyKnox,WilliamLinkIV,LarryRinker,DanHalldorson,MacOGrady,SamRandolph,GaryHallberg,DennisColligan,MikeDonald,DavidBranham,KevinSavage,BobLohr,NickGilliam,NathanFritz,JerrySmith,JimSchuman,MarioTiziani,CharlieBrown,JonTurcott,AndyBarrett,SeanPacetti,MiguelRivera,MattSeppanen,JeffRoth,RyanWelborn,MikeAustin,SteveVecellio,BobAckerman,Jean-FrancoisRemesy,NickOHern,ChipSullivan,DavidHowell,S.K.Ho,ShingoKatayama,ScottDrummond,JeffCoston,RaphaelJacquelin,HaleIrwin,QuinnGriffing,RicardoGonzalez,ZaneZwemke,TimFleming,AlanSchulte,GraemeMcDowell,FrankBensel,SteveSchneiter,CaryHungate,BruceSmith,BobSowards,MikeNorthern,RonPhilo_Jr,DavidTentis,RobertThompson,MikeBaker_Jr,MikeSchuchart,SeanEnglish,MarkEvenson,BrettRumford,BarryLane,PeterSenior,PierreFulke,TimWilkinson,MattWeibring,BradleyHughes,JyotiRandhawa,EliZackheim,KevinGiancola,TomGleeton,UlyGrisette,FrankGraziosa,BobMucha,MarcelSiem,JasonCaron,JamieNeher,FrankVana,JefferyW.Martin,JimRutledge,DirkAyers,BradSutterfield,ScottDunlap,MarcGirouard,ClintJensen,RichardScott,StephenWoodard,JonMills,SteveScott,RichardZokol,DerekGillespie,RobMcMillan,DavidHearn,MarcBourgeois,CraigDoell,DavidMathis,JamesLepp,DarrenWallace,AdamMeyer,BrandelChamblee,JJWall,SeanFarren,JohnAber,RettCrowder,PaulGoydos,EdFryatt,MarcoRuiz,RyanMoore,ChrisStroud,BradHauer,JayOverton}
@ATTRIBUTE strokes	real
@ATTRIBUTE tournament	real

@DATA
AaronBaddeley,72,3
BobBurns,72,3
JonathanByrd,72,3
TimClark,72,3
LukeDonald,72,3
JohnHuston,72,3
NealLancaster,72,3
RoccoMediate,72,3
TedPurdy,72,3
DeanWilson,72,3
CameronBeckman,72.5,3
JoeDurant,72.5,3
MattGogel,72.5,3
IanLeggatt,72.5,3
FrankLickliter,72.5,3
JeffMaggert,72.5,3
RorySabbatini,72.5,3
PaulCasey,73,3
NiclasFasth,73,3
HankKuehne,73,3
J.L.Lewis,73,3
BillyMayfair,73,3
GeoffOgilvy,73,3
PatrickSheehan,73,3
StevenTate,73,3
RobertDamron,73.5,3
ToddFischer,73.5,3
BillGlasson,73.5,3
DonYrene,73.5,3
GusCable,74,3
DanForsman,74,3
PatPerez,74,3
GeneSauers,74,3
HarrisonFrazar,74.5,3
BillyAndrade,75,3
MarkBrooks,75.5,3
HalSutton,75.5,3
CliffKresge,76,3
TonyRohlik,77,3
BrettUpper,77.5,3
VijaySingh,68,4
JeffMaggert,68.75,4
PhilMickelson,69,4
MikeWeir,69.75,4
K.J.Choi,69.75,4
ArronOberholser,69.75,4
MarkHensby,70,4
JesperParnevik,70,4
TomPernice_Jr,70,4
BillGlasson,70.25,4
KentJones,70.25,4
ScottMcCarron,70.25,4
CoreyPavin,70.25,4
KirkTriplett,70.5,4
ToddFischer,70.5,4
PeterJacobsen,70.5,4
MarkBrooks,70.75,4
LukeDonald,70.75,4
PhillipPrice,70.75,4
TedPurdy,70.75,4
ArjunAtwal,71,4
RichBarcelo,71,4
TimPetrovic,71,4
PaulStankowski,71,4
BoVanPelt,71.25,4
WoodyAustin,71.25,4
BrianBateman,71.25,4
DanielChopra,71.25,4
FredCouples,71.25,4
NiclasFasth,71.25,4
ToddHamilton,71.25,4
TomLehman,71.25,4
CarlPettersson,71.25,4
BoydSummerhays,71.25,4
WillieWood,71.5,4
CraigBarlow,71.5,4
CharlesHowellIII,71.5,4
JerryKelly,71.5,4
RyanPalmer,71.5,4
CraigStadler,71.5,4
JayDonBlake,71.75,4
GregChalmers,71.75,4
JayDelsing,71.75,4
DavidEdwards,71.75,4
SteveFriesen,71.75,4
J.J.Henry,71.75,4
LorenRoberts,71.75,4
MarkWilson,72,4
DannyBriggs,72,4
TomByrum,72,4
JoelKribel,72,4
MattKuchar,72,4
JohnSenden,72,4
DavidSutherland,72.25,4
KevinSutherland,72.25,4
KenDuke,72.25,4
J.P.Hayes,72.25,4
JoeOgilvie,72.25,4
ZachJohnson,72.5,4
NealLancaster,72.5,4
RobertGamez,72.75,4
KevinStadler,72.75,4
DavidBranshaw,73,4
DennisPaulson,73,4
PatrickSheehan,73,4
TrevorDodds,73.25,4
DeanePappas,73.75,4
Per-UlrikJohansson,74,4
CaseyMartin,72,4
StephenAllan,72,4
JasonBohn,72,4
DonnieHammond,72,4
TimHerron,72,4
TrippIsenhour,72,4
FrankLickliter,72,4
SteveLowery,72,4
DavidMorlandIV,72,4
KevinNa,72,4
MarkOMeara,72,4
BrettQuigley,72,4
ChrisSmith,72,4
VaughnTaylor,72,4
GlenDay,72,4
SteveElkington,72,4
ScottGutschewski,72,4
BillyAndrade,72.33333,4
AaronBarber,72.33333,4
CraigBowden,72.33333,4
RichardS.Johnson,72.33333,4
DavisLoveIII,72.33333,4
RorySabbatini,72.33333,4
AndreStolz,72.33333,4
StanUtley,72.33333,4
ChrisCouch,72.33333,4
JasonGore,72.33333,4
MikeHulbert,72.66667,4
RoccoMediate,72.66667,4
LarryMize,72.66667,4
BryceMolder,72.66667,4
JohnE.Morgan,72.66667,4
StevePate,72.66667,4
TagRidings,72.66667,4
ScottSimpson,72.66667,4
NickWatney,72.66667,4
BrianWatts,72.66667,4
MarcoDawson,72.66667,4
BradFaxon,72.66667,4
MathiasGronberg,72.66667,4
JoseMariaOlazabal,73,4
RodPampling,73,4
TommyTolles,73,4
JimCarter,73,4
RobertDamron,73,4
LucasGlover,73,4
DavidGossett,73,4
ScottHend,73.33333,4
BrianKortan,73.33333,4
J.L.Lewis,73.33333,4
KrisMoe,73.33333,4
DanOlsen,73.33333,4
MikeSpringer,73.33333,4
RogerTambellini,73.33333,4
GrantWaite,73.33333,4
OlinBrowne,73.33333,4
MichaelClarkII,73.33333,4
HarrisonFrazar,73.33333,4
MarkWiebe,73.33333,4
PaulMcGinley,73.33333,4
JimMcGovern,73.33333,4
AaronBaddeley,73.66667,4
JeffBrehaut,73.66667,4
EstebanToledo,73.66667,4
DanForsman,73.66667,4
RobinFreeman,73.66667,4
MattGogel,73.66667,4
MikeGrob,73.66667,4
BlaineMcCallister,74,4
ToddBarranger,74,4
RobertHamilton,74,4
D.A.Points,74,4
KevinStreelman,74,4
RolandThatcher,74,4
MarkCalcavecchia,74,4
BrianHenninger,74.33333,4
HunterMahan,74.33333,4
OmarUresti,74.33333,4
RussCochran,74.33333,4
HankKuehne,74.66667,4
BradLardon,74.66667,4
KevinMuncrief,74.66667,4
MikeStandly,74.66667,4
TomCarter,74.66667,4
KeithClearwater,74.66667,4
IanLeggatt,75,4
JohnEllis,75,4
KrisCox,75.33333,4
D.J.Brigman,75.33333,4
JonathanByrd,75.66667,4
KellyGibson,75.66667,4
MikeHeinen,76,4
DavidLebeck,76,4
JinPark,76,4
DickyPride,76,4
DaveStockton_Jr,76,4
JohnMaginnes,76.33333,4
JohnRollins,76.33333,4
KenGreen,76.33333,4
GuyBoros,76.66667,4
HirofumiMiyase,76.66667,4
PatPerez,76.66667,4
TjaartvanderWalt,76.66667,4
ShawnKelly,77,4
JohnMorse,77,4
GeorgeBurns,77.66667,4
JasonDufner,77.66667,4
GarrettWillis,77.66667,4
RogerMaltbie,78,4
RickLeibovich,79,4
JohnDaly,69.5,5
LukeDonald,69.5,5
ChrisRiley,69.5,5
ThomasBjorn,69.75,5
ShigekiMaruyama,69.75,5
PhilMickelson,69.75,5
JesperParnevik,69.75,5
BoVanPelt,69.75,5
DuffyWaldorf,69.75,5
StewartCink,70,5
JayHaas,70,5
BrandtJobe,70,5
BillyMayfair,70,5
TomPernice_Jr,70,5
TigerWoods,70,5
CraigBarlow,70.25,5
NiclasFasth,70.25,5
SteveFlesch,70.25,5
TomLehman,70.25,5
BrettQuigley,70.25,5
HankKuehne,70.5,5
StephenLeaney,70.5,5
RorySabbatini,70.5,5
BobTway,70.5,5
K.J.Choi,71,5
WoodyAustin,71,5
DennisPaulson,71,5
RogerTambellini,71,5
VaughnTaylor,71,5
ArjunAtwal,71.25,5
DannyEllis,71.25,5
SergioGarcia,71.25,5
JonathanKaye,71.25,5
DavidPeoples,71.25,5
JoeySindelar,71.25,5
TommyTolles,71.25,5
BrinyBaird,71.5,5
TrippIsenhour,71.5,5
HeathSlocum,71.5,5
RobertAllenby,71.75,5
StuartAppleby,71.75,5
AaronBaddeley,71.75,5
ZachJohnson,71.75,5
GrantWaite,71.75,5
MichaelAllen,72,5
StephenAmes,72,5
TomCarter,72,5
MathiasGronberg,72,5
KentJones,72,5
BrendenPappas,72,5
TimPetrovic,72,5
KevinSutherland,72,5
ChadCampbell,72.25,5
ToddFischer,72.25,5
NealLancaster,72.25,5
BernhardLanger,72.25,5
HidemichiTanaka,72.25,5
JayWilliamson,72.25,5
CraigBowden,72.5,5
BobBurns,72.5,5
KenDuke,72.5,5
JoseMariaOlazabal,72.5,5
CoreyPavin,72.5,5
KevinStadler,72.5,5
HalSutton,72.5,5
JasonBohn,72.75,5
JasonDufner,72.75,5
BrianBateman,72.75,5
CharlesHowellIII,72.75,5
FredrikJacobson,72.75,5
RodPampling,72.75,5
JayDelsing,73,5
BillyAndrade,73,5
KevinNa,73,5
ArronOberholser,73,5
TedPurdy,73,5
ChrisSmith,73.25,5
DeanWilson,73.25,5
RobertDamron,73.5,5
KeiichiroFukabori,73.75,5
PatrickSheehan,73.75,5
SpikeMcRoy,75,5
RichBarcelo,72,5
TimClark,72,5
KrisCox,72,5
VijaySingh,72,5
BobEstes,72,5
J.J.Henry,72,5
CraigPerks,72,5
AndreStolz,72.5,5
RolandThatcher,72.5,5
LeeWestwood,72.5,5
ChrisHeinz,72.5,5
ScottHend,72.5,5
BrianKortan,72.5,5
CliffKresge,72.5,5
MarkOMeara,72.5,5
RyanPalmer,72.5,5
PatPerez,72.5,5
RichBeem,73,5
JayDonBlake,73,5
EstebanToledo,73,5
OmarUresti,73,5
BradFaxon,73,5
RobinFreeman,73,5
BillGlasson,73,5
LeeJanzen,73,5
SkipKendall,73,5
ShaunMicheel,73,5
DanOlsen,73,5
JohnRollins,73,5
DavidBranshaw,73.5,5
JeffBrehaut,73.5,5
RussCochran,73.5,5
RonSkayhan,73.5,5
BoydSummerhays,73.5,5
BrentGeiberger,73.5,5
MattKuchar,73.5,5
HunterMahan,73.5,5
BlaineMcCallister,73.5,5
HirofumiMiyase,73.5,5
KevinMuncrief,73.5,5
GeoffOgilvy,73.5,5
JohnRiegger,73.5,5
DarrenClarke,74,5
MarcoDawson,74,5
DavidMorlandIV,74,5
StevePate,74,5
D.J.Brigman,74.5,5
DanielChopra,74.5,5
TrevorDodds,74.5,5
ToddHamilton,74.5,5
DudleyHart,74.5,5
JoeOgilvie,74.5,5
CarlPettersson,74.5,5
GeneSauers,74.5,5
DavidSchnider,74.5,5
SteveStricker,75,5
JohnMaginnes,75,5
GuyBoros,75.5,5
AlexCejka,75.5,5
GeoffreyDean,75.5,5
PaulHoltby,75.5,5
TimParun,75.5,5
JoeDurant,76,5
ScottSimpson,76.5,5
LucasGlover,76.5,5
MikeLavery,77.5,5
ChrisCouch,78,5
J.B.Sneve,78,5
DavidOh,80,5
MikeWeir,66.75,6
ShigekiMaruyama,67,6
StuartAppleby,67.5,6
JohnDaly,67.75,6
HankKuehne,68,6
KirkTriplett,68.25,6
JayWilliamson,68.5,6
TigerWoods,68.5,6
J.J.Henry,68.5,6
BobTway,68.75,6
JeffMaggert,68.75,6
LorenRoberts,68.75,6
BrinyBaird,68.75,6
TimClark,68.75,6
CoreyPavin,69,6
RorySabbatini,69,6
RobertAllenby,69,6
BrentGeiberger,69,6
BrandtJobe,69,6
NealLancaster,69.25,6
ScottMcCarron,69.25,6
TimPetrovic,69.25,6
SergioGarcia,69.25,6
VijaySingh,69.5,6
HidemichiTanaka,69.5,6
ShaunMicheel,69.5,6
CarlPettersson,69.5,6
StephenAmes,69.5,6
RussCochran,69.5,6
JoeDurant,69.5,6
MathiasGronberg,69.5,6
PaulStankowski,69.75,6
JoseMariaOlazabal,69.75,6
AaronBaddeley,69.75,6
StewartCink,69.75,6
SteveElkington,69.75,6
FredFunk,69.75,6
TimHerron,69.75,6
KevinSutherland,70,6
MichaelAllen,70,6
ChadCampbell,70,6
JayHaas,70,6
FredrikJacobson,70,6
HalSutton,70.25,6
BoVanPelt,70.25,6
LeeWestwood,70.25,6
JoeOgilvie,70.25,6
PaulAzinger,70.25,6
ChrisDiMarco,70.25,6
CarlosFranco,70.25,6
Per-UlrikJohansson,70.5,6
BernhardLanger,70.5,6
BillyAndrade,70.5,6
TomByrum,70.5,6
TomCarter,70.5,6
ZachJohnson,70.75,6
TomLehman,70.75,6
RichBeem,70.75,6
FrankLickliter,71,6
SpikeMcRoy,71,6
JustinRose,71,6
WoodyAustin,71,6
FredCouples,71,6
BenCrane,71,6
PhillipPrice,71.25,6
K.J.Choi,71.25,6
LukeDonald,71.5,6
SteveFlesch,71.5,6
LeeJanzen,71.5,6
BrendenPappas,71.75,6
ThomasBjorn,71.75,6
JeffBrehaut,71.75,6
CharlesHowellIII,72,6
JerryKelly,72.25,6
PatPerez,72.25,6
MattGogel,72.25,6
JohnRiegger,72.5,6
JesperParnevik,73.75,6
DavidToms,71,6
StephenAllan,71,6
TommyArmourIII,71,6
PeterJacobsen,71,6
KentJones,71,6
PeterLonard,71,6
DeanWilson,71.5,6
AngelCabrera,71.5,6
BenCurtis,71.5,6
RobertDamron,71.5,6
CameronBeckman,71.5,6
NotahBegayIII,71.5,6
DavidBerganio_Jr,71.5,6
MarkOMeara,71.5,6
ArronOberholser,71.5,6
RyanPalmer,71.5,6
EduardoRomero,71.5,6
NiclasFasth,71.5,6
CliffKresge,71.5,6
DanielChopra,72,6
GeoffreyDean,72,6
CraigBarlow,72,6
PatBates,72,6
BobBurns,72,6
BillyMayfair,72,6
DavidPeoples,72,6
TomPernice_Jr,72,6
NickPrice,72,6
BrettQuigley,72,6
SteveStricker,72,6
BradFaxon,72,6
ToddFischer,72,6
StephenLeaney,72,6
EstebanToledo,72.5,6
AlexCejka,72.5,6
RoccoMediate,72.5,6
CraigPerks,72.5,6
JonathanKaye,72.5,6
SkipKendall,72.5,6
GeneSauers,73,6
ScottHeyn,73,6
GlenHnatiuk,73,6
FultonAllem,73.5,6
MarkBrooks,73.5,6
DaisukeMaruyama,73.5,6
HirofumiMiyase,73.5,6
GeoffOgilvy,73.5,6
HeathSlocum,73.5,6
DannyEllis,73.5,6
PaulHoltby,73.5,6
RichardS.Johnson,73.5,6
SteveLowery,73.5,6
OlinBrowne,74,6
KevinNa,74,6
TetsujiHiratsuka,74,6
PatrickSheehan,74.5,6
DavidGossett,74.5,6
DarrenClarke,75,6
JohnRollins,75,6
BobEstes,75,6
IanLeggatt,75,6
DavidFrost,75.5,6
PatrickMoore,76,6
JohnSenden,76.5,6
RobinFreeman,76.5,6
HeathSlocum,66.5,7
AaronBaddeley,66.75,7
HarrisonFrazar,67.5,7
MarkHensby,67.5,7
RorySabbatini,67.5,7
BillGlasson,67.75,7
Per-UlrikJohansson,67.75,7
TimClark,68,7
ToddFischer,68,7
CarlosFranco,68,7
MikeHeinen,68,7
GarrettWillis,68.25,7
AngelCabrera,68.25,7
DanOlsen,68.25,7
MichaelClarkII,68.5,7
NotahBegayIII,68.5,7
MarkCalcavecchia,68.75,7
HunterMahan,68.75,7
GeoffOgilvy,68.75,7
HidemichiTanaka,69,7
BrianBateman,69,7
DannyBriggs,69,7
BrianGay,69,7
BlaineMcCallister,69,7
DennisPaulson,69,7
TedPurdy,69,7
PatrickSheehan,69.25,7
ChrisSmith,69.25,7
CameronBeckman,69.25,7
DavidBranshaw,69.25,7
FrankLickliter,69.25,7
BillyMayfair,69.25,7
LarryMize,69.25,7
VaughnTaylor,69.5,7
OlinBrowne,69.5,7
DannyEdwards,69.5,7
SteveElkington,69.5,7
J.L.Lewis,69.5,7
StevePate,69.5,7
DeanWilson,69.75,7
BrentGeiberger,69.75,7
ToddHamilton,69.75,7
RussCochran,70,7
OmarUresti,70,7
TrippIsenhour,70,7
CliffKresge,70,7
JohnMaginnes,70,7
BrendenPappas,70,7
RickyBarnes,70.25,7
DavidFrost,70.25,7
SteveLowery,70.25,7
DeanePappas,70.25,7
TagRidings,70.25,7
KrisCox,70.5,7
BrianWatts,70.5,7
PatBates,70.5,7
GuyBoros,70.5,7
D.J.Brigman,70.5,7
KeiichiroFukabori,70.5,7
DickyPride,70.5,7
AndreStolz,70.75,7
DonYrene,70.75,7
JasonBohn,70.75,7
TomLehman,71,7
StephenAllan,71.25,7
GregChalmers,71.25,7
BrianHenninger,71.25,7
RogerTambellini,71.5,7
JohnDaly,72.5,7
JoelKribel,72.5,7
CaseyMartin,72.5,7
HirofumiMiyase,70.5,7
JoeOgilvie,70.5,7
DonPooley,70.5,7
BoydSummerhays,70.5,7
TedTryba,70.5,7
WillieWood,70.5,7
CraigBowden,70.5,7
GlenDay,70.5,7
JohnDouma,70.5,7
ArjunAtwal,70.5,7
KevinMuncrief,71,7
SeanMurphy,71,7
RolandThatcher,71,7
JeffBrehaut,71,7
JimCarter,71,7
JasonDufner,71,7
LucasGlover,71,7
MathiasGronberg,71,7
DonnieHammond,71,7
RichBarcelo,71,7
KevinNa,71.5,7
DavidPeoples,71.5,7
DavidSutherland,71.5,7
KevinSutherland,71.5,7
StanUtley,71.5,7
MarkWiebe,71.5,7
MarkWilson,71.5,7
MarkBrooks,71.5,7
TomCarter,71.5,7
DanielChopra,71.5,7
JayDelsing,71.5,7
KenDuke,71.5,7
ChrisNallen,72,7
RyanPalmer,72,7
PatPerez,72,7
ScottSimpson,72,7
PaulStankowski,72,7
TrevorDodds,72,7
MattGogel,72,7
MikeGrob,72,7
ScottHarrington,72,7
BrianKortan,72,7
JayDonBlake,72,7
CarlPaulson,72.5,7
TommyTolles,72.5,7
GrantWaite,72.5,7
BobBurns,72.5,7
BartBryant,73,7
ChrisCouch,73,7
ScottHend,73,7
MichaelAllen,73,7
DavidBerganio_Jr,73,7
MikeStandly,73.5,7
TomByrum,73.5,7
BenoitBeisser,73.5,7
PatrickMoore,74,7
DavidMorlandIV,74,7
JoseMariaOlazabal,74,7
BrettUpper,74,7
RichardS.Johnson,75,7
JohnE.Morgan,76.5,7
FultonAllem,78.5,7
CraigParry,67.75,8
ScottVerplank,67.75,8
RetiefGoosen,68,8
JoeDurant,68.25,8
BernhardLanger,68.5,8
GeneSauers,68.5,8
K.J.Choi,68.5,8
DavidToms,68.5,8
MarkCalcavecchia,68.75,8
DannyEllis,68.75,8
NealLancaster,69,8
ShigekiMaruyama,69,8
ChrisDiMarco,69,8
NickPrice,69,8
ToddHamilton,69.25,8
AlexCejka,69.25,8
FredFunk,69.5,8
RobertGamez,69.5,8
JohnRiegger,69.5,8
HeathSlocum,69.5,8
WoodyAustin,69.5,8
AngelCabrera,69.5,8
StewartCink,69.5,8
RussCochran,69.75,8
PhilMickelson,69.75,8
DennisPaulson,69.75,8
StephenAmes,70,8
ChrisSmith,70,8
JesperParnevik,70,8
CraigPerks,70,8
BoVanPelt,70.25,8
RyanPalmer,70.25,8
KennyPerry,70.25,8
JayHaas,70.5,8
CliffKresge,70.5,8
PeterLonard,70.5,8
ShaunMicheel,70.5,8
BrettQuigley,70.5,8
PatrickSheehan,70.5,8
JeffSluman,70.5,8
BrinyBaird,70.5,8
BrianBateman,70.5,8
RodPampling,70.5,8
JerryKelly,70.75,8
SkipKendall,70.75,8
JustinLeonard,70.75,8
BillyMayfair,70.75,8
JoeySindelar,70.75,8
TommyArmourIII,70.75,8
JoseCoceres,70.75,8
DanOlsen,70.75,8
PaulAzinger,71,8
CraigBarlow,71,8
OlinBrowne,71,8
DavidPeoples,71,8
ScottHoch,71.25,8
HankKuehne,71.25,8
HunterMahan,71.25,8
MichaelAllen,71.25,8
ErikCompton,71.25,8
MarcoDawson,71.25,8
SvenStruver,71.25,8
DeanWilson,71.25,8
